bookId,price,condition,comments,return_date,status,refund_price,status.1
2182780.Batman,100,,,,,,
18111173-shadow-falls-complete-series,125,,,,,,
1105956.Gomorrah,55,,,,,,
18683518-captivate,104,,,,,,
18171248-water-falls-down,84,,,,,,
12924379-brothers-to-the-death,74,,,,,,
13436384-prince-of-the-elves,31,,,,,,
7238737-being-jamie-baker,52,,,,,,
7743117-sacr-bleu,141,,,,,,
16405.Sunset_at_Blandings,36,,,,,,
8050771-achtste-groepers-huilen-niet,55,,,,,,
116925._,75,,,,,,
1003985.Epic,138,,,,,,
22097790-crossing-the-line,101,,,,,,
17902141-strange-and-ever-after,113,,,,,,
16240541-suicide-watch,40,,,,,,
1307394.Tenggelamnya_Kapal_Van_Der_Wijck,35,,,,,,
16074748-tales-from-a-not-so-happy-heartbreaker,34,,,,,,
969269.Retrato_en_sangre,101,,,,,,
18089942-wildwood-imperium,54,,,,,,
18635113-elizabeth-is-missing,128,,,,,,
19081402-consequences,106,,,,,,
1212868.The_Russian_Concubine,118,,,,,,
31602.Romancero_gitano,130,,,,,,
6729300-front-page-face-off,138,,,,,,
897363.A_Country_Doctor_s_Notebook,57,,,,,,
17920175-wayward,55,,,,,,
25785357-firstlife,88,,,,,,
18829666-black-iris,87,,,,,,
31283058-more-than-miles,105,,,,,,
20613624-unspeakable-things,115,,,,,,
25816163-the-epilogue,47,,,,,,
32324555-the-empty-grave,117,,,,,,
1961314.Alyzon_Whitestarr,65,,,,,,
34037113-the-rules-of-magic,111,,,,,,
25896664-a-ruthless-proposition,93,,,,,,
30025336-all-the-crooked-saints,61,,,,,,
22429350-the-start-of-me-and-you,139,,,,,,
35297394-the-wicked-deep,97,,,,,,
35820633-the-fates-divide,35,,,,,,
26842622-13-minutes,93,,,,,,
40128517-wer-hat-angst-vorm-b-sen-wolf,102,,,,,,
38240386-an-unwanted-guest,50,,,,,,
35098682-hangman,54,,,,,,
26030734-the-wild-robot,46,,,,,,
43582733-stillness-is-the-key,128,,,,,,
40916679-a-good-girl-s-guide-to-murder,73,,,,,,
42965318,125,,,,,,
43263520-the-grace-year,92,,,,,,
38452813-teen-titans,63,,,,,,
18743370-front-lines,147,,,,,,
52129515-untamed,84,,,,,,
31862.Discourse_on_Method_and_Meditations_on_First_Philosophy,148,,,,,,
2011.The_Dosadi_Experiment,40,,,,,,
348632.The_Blood_of_Flowers,134,,,,,,
833060.Smoky_the_Cow_Horse,121,,,,,,
68097.A_Noble_Radiance,144,,,,,,
199688.Charmed_Thirds,51,,,,,,
1039182.Wyvernhail,135,,,,,,
6311614-the-law-of-nines,134,,,,,,
5841908-crazy-for-the-storm,115,,,,,,
98250.Once_a_Runner,83,,,,,,
6402991-just-between-you-and-me,59,,,,,,
108713.Pimp,104,,,,,,
48203.The_Professor_s_House,75,,,,,,
462658.They_Thirst,87,,,,,,
176755.God,113,,,,,,
268437.The_Dragon_Waiting,38,,,,,,
123557.Brave_Story,38,,,,,,
5711749-peace-love-and-baby-ducks,49,,,,,,
2726569-where-the-river-ends,121,,,,,,
315519.Rich_Man_Poor_Man,36,,,,,,
1975322.Spieltrieb,54,,,,,,
6113697-ellana-la-proph-tie,115,,,,,,
5178537-mortal-coils,139,,,,,,
906015.The_Braided_Path,91,,,,,,
657371.Tweak,90,,,,,,
7389741-the-fitzosbornes-in-exile,69,,,,,,
313631.More_Than_a_Carpenter,95,,,,,,
3235139-the-little-giant-of-aberdeen-county,36,,,,,,
287630.Safe_Harbor,138,,,,,,
715428.De_zwarte_met_het_witte_hart,56,,,,,,
880271.Winter,44,,,,,,
841973.The_Gods_of_Mars,147,,,,,,
2185736.Plume,39,,,,,,
522782.Parrotfish,68,,,,,,
82104.How_I_Found_Freedom_in_an_Unfree_World,78,,,,,,
7717938-dead-undead-or-somewhere-in-between,145,,,,,,
6556855-chasing-brooklyn,64,,,,,,
12759057-the-king-s-blood,120,,,,,,
8526694-open-city,126,,,,,,
4881647-umbrella-summer,140,,,,,,
2024223.Armageddon_in_Retrospect,61,,,,,,
613866.Igraine_the_Brave,33,,,,,,
6334523-emily-windsnap-and-the-siren-s-secret,101,,,,,,
15985583-and-the-stars-will-sing,51,,,,,,
5762055-zazen,143,,,,,,
6957498-eternal-on-the-water,114,,,,,,
13271555-reign-of-blood,74,,,,,,
6751761-cronache-del-mondo-emerso,73,,,,,,
6066819-best-friends-forever,82,,,,,,
240162.Dancing_on_the_Edge,85,,,,,,
6287290-altar-of-eden,109,,,,,,
13449677-the-collector,41,,,,,,
125424.The_Quiet_Room,132,,,,,,
1970449.Slash,78,,,,,,
17915542-netherworld,104,,,,,,
1476260.Time_and_the_Gods,91,,,,,,
17560038-hades-disciples,32,,,,,,
78970.A_Matter_of_Honor,75,,,,,,
10479750-lies-beneath,68,,,,,,
22472.Discourse_on_the_Origin_of_Inequality,136,,,,,,
857213.Le_Malade_imaginaire,64,,,,,,
11333934-the-last-letter,30,,,,,,
13486918-been-so-long,144,,,,,,
6130845,82,,,,,,
6343963,79,,,,,,
1781673.The_First_Judgement,131,,,,,,
149049.The_Fountains_of_Paradise,56,,,,,,
6476461-o-quarto-arcano---o-anjo-negro,86,,,,,,
17566144-negeri-di-ujung-tanduk,71,,,,,,
3195992-c-o-como-n-s,83,,,,,,
17448137-fighting-for-you,71,,,,,,
11196694,126,,,,,,
18263725-the-crossover,80,,,,,,
11274192-sutera-bidadari,129,,,,,,
10819228-sketchy-behavior,43,,,,,,
8725909-the-lemonade-crime,125,,,,,,
11625.Ariel,41,,,,,,
9962040-in-bed-with-a-highlander,148,,,,,,
25843420-the-atlantis-gene,50,,,,,,
15740944-the-sound,63,,,,,,
6829930-3,46,,,,,,
7776251-a-m-quina-de-fazer-espanh-is,40,,,,,,
5055737-g-lgesizler,85,,,,,,
6091497-sins-shadows,119,,,,,,
7940589-malcolm-x,88,,,,,,
95431.Preacher_Volume_1,42,,,,,,
20749607-avec-maman,50,,,,,,
17227209-guardian,135,,,,,,
3401640-kill-for-me,129,,,,,,
1272848.Le_Serment_des_limbes,129,,,,,,
68143.The_Wisdom_of_Crowds,66,,,,,,
7845973-the-way-of-the-dragon,99,,,,,,
1061557.Riding_Freedom,118,,,,,,
929901.48,118,,,,,,
9646927-hyperversum,56,,,,,,
6519813-the-private-papers-of-eastern-jewel,101,,,,,,
10868182-the-hidden-child,43,,,,,,
2741766-how-to-say-goodbye-in-robot,94,,,,,,
203899.Letter_from_the_Birmingham_Jail,124,,,,,,
6419180-paprika,145,,,,,,
13589866-emily-windsnap-and-the-land-of-the-midnight-sun,130,,,,,,
161653.Emily_Windsnap_and_the_Monster_from_the_Deep,34,,,,,,
1830571.A_Lua_de_Joana,52,,,,,,
12649.Confessions,95,,,,,,
25175898-stars,128,,,,,,
8626241-rise-of-the-wolf,134,,,,,,
18957.The_Corner,63,,,,,,
25793186-evna,94,,,,,,
6024532,51,,,,,,
18667945-girlboss,42,,,,,,
297929.Urban_Shaman,85,,,,,,
22718736-sweet,118,,,,,,
1911404._Muna_Madan_,147,,,,,,
23716995-was-fehlt-wenn-ich-verschwunden-bin,108,,,,,,
26211806-pulang,61,,,,,,
34342049-the-year-i-turned-25,127,,,,,,
35215900-loyalty-and-deceit,117,,,,,,
167040.The_Goodbye_Kiss,124,,,,,,
35747029-the-drunk-detective,116,,,,,,
29467232-the-blood-mirror,149,,,,,,
17453021-la-superba,122,,,,,,
46041465-everything-i-know-about-love,62,,,,,,
36524503-the-bone-houses,115,,,,,,
41716929-necessary-people,99,,,,,,
36404612,45,,,,,,
36885304-flights,72,,,,,,
40864790-pumpkinheads,96,,,,,,
41180667-a-wolf-called-wander,45,,,,,,
39808670-vardaesia,103,,,,,,
770614.Jeremy_Thatcher_Dragon_Hatcher,126,,,,,,
124820.Created_to_be_His_Help_Meet,60,,,,,,
226315.The_Next_Big_Thing,143,,,,,,
14495.The_Mind_Parasites,89,,,,,,
116478.One_Bullet_Away,125,,,,,,
29567.The_History_of_the_Siege_of_Lisbon,84,,,,,,
87224.Who_Put_That_Hair_in_My_Toothbrush_,69,,,,,,
53168.Demon_Thief,39,,,,,,
170186.Small_Change,90,,,,,,
601390.The_Road_of_the_Dead,39,,,,,,
6661489-shadowrise,108,,,,,,
6670514-the-things-that-keep-us-here,95,,,,,,
697251.Martian_Time_Slip,140,,,,,,
606250.A_Murder_for_Her_Majesty,75,,,,,,
5598819-the-secret-year,85,,,,,,
10327294-unwritten-rules,51,,,,,,
179166.Dianetics,101,,,,,,
16982.Marvels,108,,,,,,
768950.The_Restorer,35,,,,,,
17646.The_Tent,70,,,,,,
6609571-violet-eyes,62,,,,,,
3818665-nero-corleone,52,,,,,,
10757817-you-have-to-stop-this,85,,,,,,
421869.Goddess,124,,,,,,
9988704-junia,143,,,,,,
2138127.De_overgave,134,,,,,,
7243508-chords-of-strength,59,,,,,,
1665898.No_mam_no,32,,,,,,
149852.Love_Lucy,43,,,,,,
6013686-black-as-night,43,,,,,,
164236.Paint_the_Wind,48,,,,,,
208916.The_Music_of_the_Primes,109,,,,,,
14504.Marjorie_Morningstar,143,,,,,,
7842653-special-forces---soldiers,139,,,,,,
11995136,79,,,,,,
15773951-i-zombie,88,,,,,,
12852262-save-the-cupcake,76,,,,,,
6327239,103,,,,,,
13541019-i-for-you,121,,,,,,
146107.The_Shooting_Star,126,,,,,,
178493._,69,,,,,,
327257.The_Deceiver,50,,,,,,
62805.The_Sound_of_Waves,125,,,,,,
3407703-starclimber,84,,,,,,
10950666-eternal-eden,40,,,,,,
10356760-the-shadow-society,99,,,,,,
13493463-eve-adam,43,,,,,,
177395.Castle_Waiting_Vol_1,106,,,,,,
11968600-the-blacksmith-s-son,109,,,,,,
17727.The_Books_of_Magic,32,,,,,,
41487.No_Place_Like_Home,140,,,,,,
3609537-just-take-my-heart,124,,,,,,
17820485-storm-shells,39,,,,,,
10687840-revan,143,,,,,,
13414402-kau-aku-sepucuk-angpau-merah,34,,,,,,
10618.Apt_Pupil,51,,,,,,
163256.Pornography,45,,,,,,
7148256-the-red-queen,89,,,,,,
6760780-the-grimm-legacy,33,,,,,,
1238684.The_Stonekeeper,118,,,,,,
10537195-the-last-council,146,,,,,,
305438.Cape_Refuge,90,,,,,,
196612._,120,,,,,,
184591.The_Innocence_of_Father_Brown,46,,,,,,
9568185-3,43,,,,,,
10813.One_Man_s_Meat,62,,,,,,
22460646-the-rainy-day-man,113,,,,,,
435643.Trois_Chevaux,100,,,,,,
1007172.The_Bachelor_of_Arts,53,,,,,,
40411003-broken,35,,,,,,
15789443-something-real,128,,,,,,
20550277-the-hunted,41,,,,,,
195144.Fanny_Hill_or_Memoirs_of_a_Woman_of_Pleasure,47,,,,,,
21973254-redemption,88,,,,,,
18505836-the-girl-who-came-home,55,,,,,,
36279704-get-me,66,,,,,,
31082843-to-russia-with-love,111,,,,,,
38424.Kristy_s_Great_Idea,107,,,,,,
251633.The_Invincible,105,,,,,,
323172.Mockingbird,53,,,,,,
826852.The_Singing_Tree,39,,,,,,
149418.The_Lantern_Bearers,140,,,,,,
12121575-truth,130,,,,,,
20492184,101,,,,,,
81078.Snow_White_and_Rose_Red,100,,,,,,
1561628.Mackenzie_s_Pleasure,116,,,,,,
16001623,127,,,,,,
8520609-the-complete-oz,64,,,,,,
16074843-of-giants-and-ice,140,,,,,,
1111741.George_s_Secret_Key_to_the_Universe,44,,,,,,
13542990-marbles,71,,,,,,
18491251-nyckeln,150,,,,,,
179264.The_Madonnas_of_Leningrad,122,,,,,,
15757486-zac-and-mia,120,,,,,,
17380601-fractured,89,,,,,,
3246224-born-of-fire,137,,,,,,
1146743.The_Legend_of_the_Wandering_King,70,,,,,,
24727103-emily-windsnap-and-the-ship-of-lost-souls,83,,,,,,
17401028-the-shadow-year,126,,,,,,
72872.Tulip_Fever,35,,,,,,
23627080-avery,61,,,,,,
22875391-elena-vanishing,45,,,,,,
6900824-la-zone-du-dehors,80,,,,,,
30367410-mordacious,34,,,,,,
1093674.Senhora,138,,,,,,
23512999-the-bazaar-of-bad-dreams,148,,,,,,
13083008-live-by-night,95,,,,,,
35181374-stand,62,,,,,,
19256975-journey-under-the-midnight-sun,67,,,,,,
117365.Il_bar_sotto_il_mare,46,,,,,,
937106.Memoirs_of_a_Midget,58,,,,,,
11436723-the-demon-lover,137,,,,,,
400812.The_Memoirs_of_Helen_of_Troy,74,,,,,,
38890934-roma-40-d-c-destino-de-amor,37,,,,,,
36047860-milkman,128,,,,,,
60030.Tomorrow_in_the_Battle_Think_on_Me,38,,,,,,
25108061-the-vintage-coat,126,,,,,,
34521785-murdertrending,30,,,,,,
185404.The_Autobiography_of_Charles_Darwin_1809_82,105,,,,,,
24612118-fates-and-furies,31,,,,,,
52867387-beach-read,48,,,,,,
257106.Our_Inner_Ape,122,,,,,,
158417.Love_is_Eternal,51,,,,,,
200335.The_Lady_Or_The_Tiger_And_Other_Stories,81,,,,,,
1525997.Speaks_the_Nightbird,123,,,,,,
22195.The_Zero,72,,,,,,
210250.Foundling,134,,,,,,
4926.Three_Men_in_a_Boat_and_Three_Men_on_the_Bummel,76,,,,,,
199686.Fourth_Comings,138,,,,,,
359581.The_Courts_of_Chaos,139,,,,,,
636454.Plum_Bun,71,,,,,,
690210.An_Unreasonable_Woman,102,,,,,,
2399928.Jassy,133,,,,,,
202224.The_Big_Book_of_Girl_Stuff,112,,,,,,
804698.Black_Girl_Lost,76,,,,,,
363499.Devil_s_Bride,128,,,,,,
39346.Stake_That,82,,,,,,
348823.Becoming_Human,101,,,,,,
63742.Time,122,,,,,,
505352.Ravenheart,67,,,,,,
271262.Bleach_Volume_02,128,,,,,,
2939264,66,,,,,,
36162.This_Alien_Shore,93,,,,,,
492069.M_lusine,65,,,,,,
9893331-twisted,96,,,,,,
4504870-boost,101,,,,,,
430968.Merle_s_Door,124,,,,,,
455523.Reasonable_Faith,35,,,,,,
23534.Love_Is_a_Dog_from_Hell,145,,,,,,
9925397-a-companion-workbook-to-what-the-torah-teaches-us-about-survival,95,,,,,,
11781.Wonderland,83,,,,,,
750609.The_Candlestone,31,,,,,,
3430165-a-witch-s-beauty,136,,,,,,
37304.Winter_Prey,59,,,,,,
2964456-playing-the-enemy,131,,,,,,
454.Travels_in_the_Scriptorium,125,,,,,,
334012.The_Edge_Chronicles_6,31,,,,,,
4703427-dust-of-dreams,69,,,,,,
11474158-mystic-embrace,61,,,,,,
10832326-si-t-me-dices-ven-lo-dejo-todo-pero-dime-ven,48,,,,,,
52801.When_You_Eat_at_the_Refrigerator_Pull_Up_a_Chair,99,,,,,,
7824768,97,,,,,,
293500.The_Book_of_Fours,143,,,,,,
539904.A_Bridge_Too_Far,38,,,,,,
12889342-enkelten-verta,76,,,,,,
112525.Winter_s_Bone,111,,,,,,
484670.Black_Seconds,71,,,,,,
12160934-girlchild,129,,,,,,
10172939-the-mark-of-the-golden-dragon,84,,,,,,
6406017-maximum-ride-vol-2,147,,,,,,
772716.Years,146,,,,,,
15015218-gold,47,,,,,,
12995233-el-haiku-de-las-palabras-perdidas,35,,,,,,
10637834-death-watch,133,,,,,,
5985374,145,,,,,,
7876746-shadowheart,54,,,,,,
13056868-vessel,106,,,,,,
15805442-mastermind,127,,,,,,
6440051-paul-qu-bec,65,,,,,,
5982447-love-is-the-higher-law,84,,,,,,
6047138-curfewed-night,33,,,,,,
143250.Fontamara,115,,,,,,
4369837-el-cuarto-arcano-ii-el-puerto-de-las-tormentas,44,,,,,,
19165476-static,143,,,,,,
766917.Homer_Price,115,,,,,,
9636.Early_From_The_Dance_A_Southern_Novel_Of_Love_And_Betrayal,149,,,,,,
18350798-menagerie,50,,,,,,
10535458-glitch,147,,,,,,
22692740-symptoms-of-being-human,137,,,,,,
21947191-filthy-beautiful-lies,73,,,,,,
13642704-the-mad-scientist-s-daughter,145,,,,,,
343662.Daredevil,145,,,,,,
23202.The_Last_American_Man,101,,,,,,
770265.Humility,82,,,,,,
10837174-stray,122,,,,,,
247982.Voyage_on_the_Great_Titanic,89,,,,,,
17678661-the-earth-dwellers,81,,,,,,
175328.The_Star_Beast,89,,,,,,
15161.The_Ladies_of_Grace_Adieu_and_Other_Stories,38,,,,,,
967294.L_Empire_des_anges,121,,,,,,
15790912-new-moon,140,,,,,,
15734163-hyde,125,,,,,,
16376.Full_Moon,134,,,,,,
56627.Stumbling_on_Happiness,30,,,,,,
21973270-terminal,118,,,,,,
24324198,32,,,,,,
484122.Flanagan_s_Run,49,,,,,,
25467698-the-love-that-split-the-world,87,,,,,,
2696181-the-compound,142,,,,,,
6591581-les-mains-libres,133,,,,,,
30625170-dark-age,42,,,,,,
25744928-deep-work,72,,,,,,
22736613-hold-me-closer,135,,,,,,
28512486-frost-like-night,40,,,,,,
9923549-black-milk,143,,,,,,
30254923-take-the-key-and-lock-her-up,138,,,,,,
4143812-discourses-and-selected-writings,97,,,,,,
9444.The_Complete_Collected_Poems,35,,,,,,
22693231-the-bone-tree,78,,,,,,
29479572-here-lies-daniel-tate,146,,,,,,
38371214-the-helicopter-pilot,94,,,,,,
785092.Secrets_of_the_Millionaire_Mind,89,,,,,,
42505366-wilder-girls,56,,,,,,
7306310-corrag,30,,,,,,
6083214,63,,,,,,
40525361-the-best-lies,129,,,,,,
52373.Regarding_the_Pain_of_Others,30,,,,,,
284071.How_to_Sleep_with_a_Movie_Star,74,,,,,,
54218.The_Mismeasure_of_Man,97,,,,,,
12381.Wilderness,88,,,,,,
21062.A_Rose_for_the_Crown,68,,,,,,
535785.Shepherding_a_Child_s_Heart,150,,,,,,
169413.Eggs,30,,,,,,
716872.The_Essential_Writings_of_Ralph_Waldo_Emerson,37,,,,,,
3874811-something-maybe,40,,,,,,
534733.Rising_Tides,58,,,,,,
352.The_Notebooks_of_Lazarus_Long,96,,,,,,
219417.Midnight_Mass,54,,,,,,
766955.Click_Clack_Moo,113,,,,,,
4894646-kitty-raises-hell,142,,,,,,
969566.In_Between,44,,,,,,
991565.Snitch,80,,,,,,
196141.No_Regrets_and_Other_True_Cases,109,,,,,,
15433.Night_Mare,102,,,,,,
28687.Shadowplay,52,,,,,,
91076.Chosen_by_a_Horse,138,,,,,,
35350.What_the_Body_Remembers,87,,,,,,
181440.Seven_Daughters_and_Seven_Sons,119,,,,,,
1030384.Stormrider,129,,,,,,
25148.The_Fuck_Up,79,,,,,,
1829655.The_Demon_s_Lexicon,58,,,,,,
209693.The_Drawing_of_the_Dark,84,,,,,,
6249550-wish-you-were-dead,69,,,,,,
545981.One_Foot_in_Eden,138,,,,,,
891812.Gentle_Rogue,127,,,,,,
136081.Dearly_Devoted_Dexter,134,,,,,,
90229.My_Early_Life_1874_1904,38,,,,,,
73574.Lud_in_the_Mist,63,,,,,,
2065091.Shadows_Return,64,,,,,,
1087403.Lace,91,,,,,,
6589111-the-unwritten-rule,131,,,,,,
12111823-the-winds-of-winter,102,,,,,,
50451.The_Most_Beautiful_Woman_in_Town_Other_Stories,53,,,,,,
5168689-anything-but-typical,68,,,,,,
11978250-chocolicious,120,,,,,,
299758.The_Citadel_of_the_Autarch,83,,,,,,
478628.Through_Violet_Eyes,127,,,,,,
5063647-who-s-that-girl,113,,,,,,
8838886-camille,39,,,,,,
282356.Hana_Kimi,97,,,,,,
8045080-hell-s-corner,101,,,,,,
227778.Charlie_Bone_and_the_Time_Twister,142,,,,,,
6839917-so-much-for-that,145,,,,,,
4135863-the-manual-of-detection,57,,,,,,
6973752-courting-morrow-little,104,,,,,,
7882806-shadow-wolf,114,,,,,,
10965813,99,,,,,,
106126.Bone_Vol_2,67,,,,,,
16349.Hercule_Poirot_s_Christmas,145,,,,,,
542061.The_Sacrifice,146,,,,,,
270872.Sessiz_Ev,129,,,,,,
114122.The_Circle_trilogy,107,,,,,,
9606839-the-vampire-diaries-volumes-1-4,94,,,,,,
6271032-angel-cake,55,,,,,,
15724014-iron-s-prophecy,83,,,,,,
10418404-angel-of-darkness,91,,,,,,
205041.Colors_of_the_Mountain,79,,,,,,
96082.The_Last_Time_They_Met,134,,,,,,
4619263,117,,,,,,
327255.The_Fourth_Protocol,125,,,,,,
845150.Dirty,105,,,,,,
3265484-the-composer-is-dead,42,,,,,,
1162185.Dragon_Keeper,84,,,,,,
10867262-the-end,44,,,,,,
2889121-grace,32,,,,,,
6014989-8,55,,,,,,
315511.The_Young_Lions,59,,,,,,
472580.Grace_Abounding_to_the_Chief_of_Sinners,86,,,,,,
8960483-destiny-rising,82,,,,,,
8107779-secrets-of-the-demon,132,,,,,,
3282084,110,,,,,,
13246736-antigoddess,127,,,,,,
16101121-the-world-s-strongest-librarian,57,,,,,,
12252878-99-cahaya-di-langit-eropa,124,,,,,,
7123161-the-arabian-nights,139,,,,,,
3023.Basic_Economics,122,,,,,,
17455811-bitter-sweet-love,90,,,,,,
212622.Sparkling_Cyanide,66,,,,,,
19055104,136,,,,,,
12411292-barrister-parvateesam,130,,,,,,
57858.Tao_of_Jeet_Kune_Do,49,,,,,,
19732381-dangerous-boys,40,,,,,,
22074514-never-been-kissed,75,,,,,,
17932320-p-deme-lo-que-quieras-o-d-jame,149,,,,,,
23616238-dancing-with-devia,136,,,,,,
18374991-letters-to-a-shooting-star,71,,,,,,
48019.The_Effective_Executive,114,,,,,,
13338887-the-wrong-boy,144,,,,,,
9959448,35,,,,,,
20702729-sgt-reckless,132,,,,,,
1868171.William_Golding_s_Lord_of_the_Flies,125,,,,,,
1559509.Les_Guerriers_du_silence,79,,,,,,
8787.The_White_Masai,140,,,,,,
17800786-damaged-2,96,,,,,,
13413589-frost-burned,94,,,,,,
21459365-bang,143,,,,,,
7885894-a-dance-to-the-music-of-time-complete-set,133,,,,,,
17852690-the-leveller,102,,,,,,
373593.The_Civil_War_Vol_2,137,,,,,,
22494969-nero,55,,,,,,
4506536-twenty-years-in-siberia,138,,,,,,
34023590-sad-girls,66,,,,,,
29346870-the-traitor-s-kiss,94,,,,,,
25916829-der-winter-erwacht,68,,,,,,
29483100-the-magnolia-story,70,,,,,,
35535454-the-child,82,,,,,,
41160292-exhalation,115,,,,,,
44654627-one-of-us-is-next,144,,,,,,
35960060-picture-us-in-the-light,107,,,,,,
6987093,92,,,,,,
4318.Monsieur_Ibrahim_and_The_Flowers_of_the_Qur_an,73,,,,,,
190999.Way_Station,49,,,,,,
45892228-crave,93,,,,,,
51194469-veil-of-shadows,116,,,,,,
96123.All_the_President_s_Men,149,,,,,,
997897.The_Probability_Broach,96,,,,,,
467573.The_Last_100_Days,44,,,,,,
239848.The_I_5_Killer,81,,,,,,
613727.Fame_Glory_and_Other_Things_on_My_To_Do_List,130,,,,,,
77398.Gap_Creek,128,,,,,,
867162.Saga,77,,,,,,
537107.Camber_of_Culdi,109,,,,,,
14096.Wherever_You_Go_There_You_Are,63,,,,,,
907299.God_Loves_Fun,113,,,,,,
6076864,68,,,,,,
7901.Betsy_Was_a_Junior,104,,,,,,
6641796-a-clan-in-need,145,,,,,,
530385.Only_His,52,,,,,,
73480.The_Pledge,55,,,,,,
454095.Wheat_that_Springeth_Green,70,,,,,,
94673.The_Highest_Tide,90,,,,,,
90334.Retribution,36,,,,,,
1470232.Magic_Hour,73,,,,,,
5577077-forbidden-nights-with-a-vampire,143,,,,,,
76688.Robots_and_Empire,36,,,,,,
708465.Die_rote_Zora_und_ihre_Bande,82,,,,,,
125958.Skin,104,,,,,,
631243.The_Idea_of_India,117,,,,,,
60411.JLA_Vol_7,92,,,,,,
8542839-fire-burn-and-cauldron-bubble,57,,,,,,
9166559-these-things-hidden,98,,,,,,
30010.The_Complete_Stories_Vol_1,148,,,,,,
286879.Beachcombing_at_Miramar,122,,,,,,
9794942-vampire-instinct,59,,,,,,
7123181-now-you-see-me,50,,,,,,
9853855-o-roteiro-inesperado-de-fani,40,,,,,,
10221138-love-letters,89,,,,,,
8610067,33,,,,,,
55751.The_Last_Lion,91,,,,,,
19809.The_Last_Lion,76,,,,,,
4857538-the-girl-in-the-mirror,63,,,,,,
50718.This_Is_All_I_Ask,61,,,,,,
316558.Kabul_Beauty_School,39,,,,,,
13115556-love-s-reckoning,106,,,,,,
13223523-moonglow,73,,,,,,
12224527-infinitely-yours,34,,,,,,
33553.A_Stir_of_Echoes,75,,,,,,
3453791-heroes-of-the-valley,35,,,,,,
16148944-always-and-forever,38,,,,,,
10314376-the-prague-cemetery,114,,,,,,
146548.4_48_Psychosis,100,,,,,,
268559.Winter_Moon,141,,,,,,
12855784-the-end-has-come-and-gone,144,,,,,,
13506310-alive-in-a-dead-world,107,,,,,,
13144142-kate-s-song,55,,,,,,
1282886.Two_Little_Savages,119,,,,,,
17504320-taking-shots,126,,,,,,
11550.Usher_s_Passing,149,,,,,,
21119.The_Ethics_of_Ambiguity,150,,,,,,
17789633-african-safari-with-ted-and-raymond,69,,,,,,
20958091-torment-of-shadows,104,,,,,,
157387.The_Vintner_s_Luck,135,,,,,,
3662751-kongens-fald,125,,,,,,
17800817-the-art-of-life,60,,,,,,
12358.The_Partly_Cloudy_Patriot,62,,,,,,
13533656-annihilation,140,,,,,,
7969618-destiny-freedom-and-the-soul,79,,,,,,
97042.Bodas_de_odio,144,,,,,,
16177185-the-hogwarts-library,67,,,,,,
7962335-downpour,106,,,,,,
15812779-possession,83,,,,,,
860979.People_of_the_Wolf,149,,,,,,
7114671-ghosts-echoes,49,,,,,,
8437667-live-wire,54,,,,,,
15726915-faking-normal,110,,,,,,
3851380-kiss,116,,,,,,
200544.Covenant_with_the_Vampire,91,,,,,,
17798475-the-starbirth-assignment,51,,,,,,
601462.The_Wall_and_the_Wing,143,,,,,,
1961495.The_Dark_Age,112,,,,,,
22066090-time-s-edge,130,,,,,,
22583196-time-s-divide,56,,,,,,
6609764-one-crazy-summer,91,,,,,,
17235448-the-wrong-side-of-right,115,,,,,,
18103807-fejt-l-s-l-bt-l---kett-orvos-erd-lyben,101,,,,,,
20980987-the-art-of-asking-or-how-i-learned-to-stop-worrying-and-let-people-hel,43,,,,,,
655.The_Death_of_Ivan_Ilych_and_Other_Stories,59,,,,,,
16068916-two-summers,76,,,,,,
26008840-les-disparus-du-clairdelune,144,,,,,,
28689742-the-teacher,82,,,,,,
17287069-beautiful-darkness,37,,,,,,
35757880-across-the-ocean,38,,,,,,
34594982-depression-other-magic-tricks,97,,,,,,
42832364-tied,49,,,,,,
34236194-more-than-we-can-tell,108,,,,,,
35064160-verliere-mich-nicht,114,,,,,,
30231806-goodbye-things,115,,,,,,
21898627-necropolis,120,,,,,,
16124802-in-good-faith,137,,,,,,
7202829-the-devil-colony,62,,,,,,
44527037-in-the-dark,95,,,,,,
42115981-loveless,113,,,,,,
345474.Conversations_With_the_Fat_Girl,43,,,,,,
1938126.The_Opposite_of_Chocolate,91,,,,,,
1039917.The_Jackrabbit_Factor,147,,,,,,
616694.DragonKnight,35,,,,,,
366835.Coasting,94,,,,,,
736392.Shadow_Over_Kiriath,57,,,,,,
400329.Linda_Goodman_s_Sun_Signs,122,,,,,,
942335.Kabale_und_Liebe,142,,,,,,
6966343-the-heart-of-a-warrior,67,,,,,,
831893.Half_Moon_Investigations,123,,,,,,
24985.Bellwether,40,,,,,,
271264.Bleach_Volume_03,147,,,,,,
269713.At_the_Back_of_the_North_Wind,48,,,,,,
40450.Market_Forces,57,,,,,,
170171.Catalyst,51,,,,,,
1644692.White_Tiger,126,,,,,,
33297.The_Naked_Ape,127,,,,,,
308581.The_Carpetbaggers,124,,,,,,
3408199-bagaikan-puteri,130,,,,,,
114188.Holding_the_Dream,71,,,,,,
6594657-the-demon-s-covenant,41,,,,,,
80678.Horseradish,100,,,,,,
2017056.Skeletons_at_the_Feast,33,,,,,,
163294.Dark_Symphony,61,,,,,,
7706970-vampire-knight-vol-13,72,,,,,,
208324.Means_of_Ascent,147,,,,,,
6764886-enchanted-glass,70,,,,,,
